"Product_Collection","Vertical_Segment","Processor_Number","Status","Launch_Date","Lithography","Recommended_Customer_Price","nb_of_Cores","nb_of_Threads","Processor_Base_Frequency","Max_Turbo_Frequency","Cache","Bus_Speed","TDP","Embedded_Options_Available","Conflict_Free","Max_Memory_Size","Memory_Types","Max_nb_of_Memory_Channels","Max_Memory_Bandwidth","ECC_Memory_Supported","Graphics_Base_Frequency","Graphics_Max_Dynamic_Frequency","Graphics_Video_Max_Memory","Graphics_Output","Max_Resolution_HDMI","Max_Resolution_DP","Max_Resolution_eDP_Integrated_Flat_Panel","DirectX_Support","PCI_Express_Revision","PCI_Express_Configurations_","Max_nb_of_PCI_Express_Lanes","T","Intel_Hyper_Threading_Technology_","Intel_Virtualization_Technology_VTx_","Intel_64_","Instruction_Set","Instruction_Set_Extensions","Idle_States","Thermal_Monitoring_Technologies","Secure_Key","Execute_Disable_Bit"
"Intel® Xeon® Processor E7 v4 Family","Server","E7-8894V4","Launched",2017,14,8898,24,48,2.4,3.4,60,19.2,165,FALSE,TRUE,3143.68,"DDR4-1333/1600/1866 DDR3-1066/1333/1600",4,85,TRUE,350,1050,8,NA,NA,NA,NA,FALSE,"3","x4, x8, x16",32,79,TRUE,"Yes",TRUE,"64-bit","AVX 2.0",TRUE,TRUE,TRUE,TRUE
"Intel® Xeon® Processor E7 v3 Family","Server","E7-4830V3","Launched",2015,22,2170,12,24,2.1,2.7,30,16,115,FALSE,TRUE,1576.96,"DDR4-1333/1600/1866
DDR3-1066/1333/1600",4,85,TRUE,350,1050,8,NA,NA,NA,NA,FALSE,"3","x4, x8, x16",32,70,TRUE,"Yes",TRUE,"64-bit","AVX 2.0",TRUE,TRUE,TRUE,TRUE
"Intel® Xeon® Processor E7 v3 Family","Server","E7-4820V3","Launched",2015,22,1502,10,20,1.9,3.3,25,12.8,115,FALSE,TRUE,1576.96,"DDR4-1333/1600/1866,
DDR3-1066/1333",4,85,TRUE,350,1050,8,NA,NA,NA,NA,FALSE,"3","x4, x8, x16",32,70,TRUE,"Yes",TRUE,"64-bit","AVX 2.0",TRUE,TRUE,TRUE,TRUE
"Intel® Xeon® Processor E7 v3 Family","Server","E7-4850V3","Launched",2015,22,3003,14,28,2.2,2.8,35,16,115,FALSE,TRUE,1576.96,"DDR4-1333/1600/1866
DDR3-1066/1333/1600",4,85,TRUE,350,1050,8,NA,NA,NA,NA,FALSE,"3","x4, x8, x16",32,70,TRUE,"Yes",TRUE,"64-bit","AVX 2.0",TRUE,TRUE,TRUE,TRUE
"Intel® Xeon® Processor E7 v3 Family","Server","E7-8860V3","Launched",2015,22,4061,16,32,2.2,3.2,40,19.2,140,FALSE,TRUE,1576.96,"DDR4-1333/1600/1866   
DDR3-1066/1333/1600",4,85,TRUE,350,1050,8,NA,NA,NA,NA,FALSE,"3","x4, x8, x16",32,75,TRUE,"Yes",TRUE,"64-bit","AVX 2.0",TRUE,TRUE,TRUE,TRUE
"Intel® Xeon® Processor E7 v3 Family","Server","E7-8867V3","Launched",2015,22,4672,16,32,2.5,3.3,45,19.2,165,FALSE,TRUE,1576.96,"DDR4-1333/1600/1866   
DDR3-1066/1333/1600",4,85,TRUE,350,1050,8,NA,NA,NA,NA,FALSE,"3","x4, x8, x16",32,79,TRUE,"Yes",TRUE,"64-bit","AVX 2.0",TRUE,TRUE,TRUE,TRUE
"Intel® Xeon® Processor E7 v3 Family","Server","E7-8870V3","Launched",2015,22,4672,18,36,2.1,2.9,45,19.2,140,FALSE,TRUE,1576.96,"DDR4-1333/1600/1866   
DDR3-1066/1333/1600",4,85,TRUE,350,1050,8,NA,NA,NA,NA,FALSE,"3","x4, x8, x16",32,75,TRUE,"Yes",TRUE,"64-bit","AVX 2.0",TRUE,TRUE,TRUE,TRUE
"Intel® Xeon® Processor E7 v3 Family","Server","E7-8880V3","Launched",2015,22,5895,18,36,2.3,3.1,45,19.2,150,FALSE,TRUE,1576.96,"DDR4-1333/1600/1866   
DDR3-1066/1333/1600",4,85,TRUE,350,1050,8,NA,NA,NA,NA,FALSE,"3","x4, x8, x16",32,77,TRUE,"Yes",TRUE,"64-bit","AVX 2.0",TRUE,TRUE,TRUE,TRUE
"Intel® Xeon® Processor E7 v3 Family","Server","E7-8880LV3","Launched",2015,22,6063,18,36,2,2.8,45,19.2,115,FALSE,TRUE,1576.96,"DDR4-1333/1600/1866   
DDR3-1066/1333/1600",4,85,TRUE,350,1050,8,NA,NA,NA,NA,FALSE,"3","x4, x8, x16",32,70,TRUE,"Yes",TRUE,"64-bit","AVX 2.0",TRUE,TRUE,TRUE,TRUE
"Intel® Xeon® Processor E7 v3 Family","Server","E7-8890V3","Launched",2015,22,7174,18,36,2.5,3.3,45,19.2,165,FALSE,TRUE,1576.96,"DDR4-1333/1600/1866   
DDR3-1066/1333/1600",4,85,TRUE,350,1050,8,NA,NA,NA,NA,FALSE,"3","x4, x8, x16",32,79,TRUE,"Yes",TRUE,"64-bit","AVX 2.0",TRUE,TRUE,TRUE,TRUE
"Intel® Xeon® Processor E7 v3 Family","Server","E7-8891V3","Launched",2015,22,6841,10,20,2.8,3.5,45,19.2,165,FALSE,TRUE,1576.96,"DDR4-1333/1600/1866   
DDR3-1066/1333/1600",4,85,TRUE,350,1050,8,NA,NA,NA,NA,FALSE,"3","x4, x8, x16",32,79,TRUE,"Yes",TRUE,"64-bit","AVX 2.0",TRUE,TRUE,TRUE,TRUE
"Intel® Xeon® Processor E7 v3 Family","Server","E7-8893V3","Launched",2015,22,6841,4,8,3.2,3.5,45,19.2,140,FALSE,TRUE,1576.96,"DDR4-1333/1600/1866   
DDR3-1066/1333/1600",4,85,TRUE,350,1050,8,NA,NA,NA,NA,FALSE,"3","x4, x8, x16",32,75,TRUE,"Yes",TRUE,"64-bit","AVX 2.0",TRUE,TRUE,TRUE,TRUE
"Intel® Xeon® Processor E7 v2 Family","Server","E7-2870V2","Launched",2014,22,4227,15,30,2.3,2.9,30,16,130,FALSE,TRUE,1576.96,"DDR3 1066/1333/1600",4,85,TRUE,350,1050,8,NA,NA,NA,NA,FALSE,"3","x4, x8, x16",32,73,TRUE,"Yes",TRUE,"64-bit","AVX",TRUE,TRUE,TRUE,TRUE
"Intel® Xeon® Processor E7 v2 Family","Server","E7-2880V2","Launched",2014,22,5339,15,30,2.5,3.1,37.5,16,130,FALSE,TRUE,1576.96,"DDR3 1066/1333/1600",4,85,TRUE,350,1050,8,NA,NA,NA,NA,FALSE,"3","x4, x8, x16",32,73,TRUE,"Yes",TRUE,"64-bit","AVX",TRUE,TRUE,TRUE,TRUE
"Intel® Xeon® Processor E7 v2 Family","Server","E7-2890V2","Launched",2014,22,6451,15,30,2.8,3.4,37.5,16,155,FALSE,TRUE,1576.96,"DDR3 1066/1333/1600",4,85,TRUE,350,1050,8,NA,NA,NA,NA,FALSE,"3","x4, x8, x16",32,77,TRUE,"Yes",TRUE,"64-bit","AVX",TRUE,TRUE,TRUE,TRUE
"Intel® Xeon® Processor E7 v2 Family","Server","E7-4809V2","Launched",2014,22,1223,6,12,1.9,3.3,12,12.8,105,FALSE,TRUE,1576.96,"DDR3 1066/1333",4,68,TRUE,350,1050,8,NA,NA,NA,NA,FALSE,"3","x4, x8, x16",32,68,TRUE,"Yes",TRUE,"64-bit","AVX",TRUE,TRUE,TRUE,TRUE
"Intel® Xeon® Processor E7 v2 Family","Server","E7-4820V2","Launched",2014,22,1446,8,16,2,2.5,16,14.4,105,FALSE,TRUE,1576.96,"DDR3 1066/1333/1600",4,68,TRUE,350,1050,8,NA,NA,NA,NA,FALSE,"3","x4, x8, x16",32,68,TRUE,"Yes",TRUE,"64-bit","AVX",TRUE,TRUE,TRUE,TRUE
"Intel® Xeon® Processor E7 v2 Family","Server","E7-4830V2","Launched",2014,22,2059,10,20,2.2,2.7,20,14.4,105,FALSE,TRUE,1576.96,"DDR3 1066/1333/1600",4,68,TRUE,350,1050,8,NA,NA,NA,NA,FALSE,"3","x4, x8, x16",32,68,TRUE,"Yes",TRUE,"64-bit","AVX",TRUE,TRUE,TRUE,TRUE
"Intel® Xeon® Processor E7 v2 Family","Server","E7-4850V2","Launched",2014,22,2837,12,24,2.3,2.8,24,14.4,105,FALSE,TRUE,1576.96,"DDR3 1066/1333/1600",4,68,TRUE,350,1050,8,NA,NA,NA,NA,FALSE,"3","x4, x8, x16",32,68,TRUE,"Yes",TRUE,"64-bit","AVX",TRUE,TRUE,TRUE,TRUE
"Intel® Xeon® Processor E7 v2 Family","Server","E7-4860V2","Launched",2014,22,3838,12,24,2.6,3.2,30,16,130,FALSE,TRUE,1576.96,"DDR3 1066/1333/1600",4,85,TRUE,350,1050,8,NA,NA,NA,NA,FALSE,"3","x4, x8, x16",32,73,TRUE,"Yes",TRUE,"64-bit","AVX",TRUE,TRUE,TRUE,TRUE
"Intel® Xeon® Processor E7 v2 Family","Server","E7-4870V2","Launched",2014,22,4394,15,30,2.3,2.9,30,16,130,FALSE,TRUE,1576.96,"DDR3 1066/1333/1600",4,85,TRUE,350,1050,8,NA,NA,NA,NA,FALSE,"3","x4, x8, x16",32,73,TRUE,"Yes",TRUE,"64-bit","AVX",TRUE,TRUE,TRUE,TRUE
"Intel® Xeon® Processor E7 v2 Family","Server","E7-4880V2","Launched",2014,22,5506,15,30,2.5,3.1,37.5,16,130,FALSE,TRUE,1576.96,"DDR3 1066/1333/1600",4,85,TRUE,350,1050,8,NA,NA,NA,NA,FALSE,"3","x4, x8, x16",32,73,TRUE,"Yes",TRUE,"64-bit","AVX",TRUE,TRUE,TRUE,TRUE
"Intel® Xeon® Processor E7 v2 Family","Server","E7-4890V2","Launched",2014,22,6619,15,30,2.8,3.4,37.5,16,155,FALSE,TRUE,1576.96,"DDR3 1066/1333/1600",4,85,TRUE,350,1050,8,NA,NA,NA,NA,FALSE,"3","x4, x8, x16",32,77,TRUE,"Yes",TRUE,"64-bit","AVX",TRUE,TRUE,TRUE,TRUE
"Intel® Xeon® Processor E7 v2 Family","Server","E7-8893V2","Launched",2014,22,6841,6,12,3.4,3.7,37.5,16,155,FALSE,TRUE,1576.96,"DDR3 1066/1333/1600",4,85,TRUE,350,1050,8,NA,NA,NA,NA,FALSE,"3","x4, x8, x16",32,77,TRUE,"Yes",TRUE,"64-bit","AVX",TRUE,TRUE,TRUE,TRUE
"Intel® Xeon® Processor E7 v2 Family","Server","E7-8891V2","Launched",2014,22,6841,10,20,3.2,3.7,37.5,16,155,FALSE,TRUE,1576.96,"DDR3 1066/1333/1600",4,85,TRUE,350,1050,8,NA,NA,NA,NA,FALSE,"3","x4, x8, x16",32,77,TRUE,"Yes",TRUE,"64-bit","AVX",TRUE,TRUE,TRUE,TRUE
"Intel® Xeon® Processor E7 v2 Family","Server","E7-8890V2","Launched",2014,22,6841,15,30,2.8,3.4,37.5,16,155,FALSE,TRUE,1576.96,"DDR3 1066/1333/1600",4,85,TRUE,350,1050,8,NA,NA,NA,NA,FALSE,"3","x4, x8, x16",32,77,TRUE,"Yes",TRUE,"64-bit","AVX",TRUE,TRUE,TRUE,TRUE
"Intel® Xeon® Processor E7 v2 Family","Server","E7-8880LV2","Launched",2014,22,5729,15,30,2.2,2.8,37.5,16,105,FALSE,TRUE,1576.96,"DDR3 1066/1333/1600",4,85,TRUE,350,1050,8,NA,NA,NA,NA,FALSE,"3","x4, x8, x16",32,68,TRUE,"Yes",TRUE,"64-bit","AVX",TRUE,TRUE,TRUE,TRUE
"Intel® Xeon® Processor E7 v2 Family","Server","E7-8880V2","Launched",2014,22,5729,15,30,2.5,3.1,37.5,16,130,FALSE,TRUE,1576.96,"DDR3 1066/1333/1600",4,85,TRUE,350,1050,8,NA,NA,NA,NA,FALSE,"3","x4, x8, x16",32,73,TRUE,"Yes",TRUE,"64-bit","AVX",TRUE,TRUE,TRUE,TRUE
"Intel® Xeon® Processor E7 v2 Family","Server","E7-8870V2","Launched",2014,22,4616,15,30,2.3,2.9,30,16,130,FALSE,TRUE,1576.96,"DDR3 1066/1333/1600",4,85,TRUE,350,1050,8,NA,NA,NA,NA,FALSE,"3","x4, x8, x16",32,73,TRUE,"Yes",TRUE,"64-bit","AVX",TRUE,TRUE,TRUE,TRUE
"Intel® Xeon® Processor E7 v2 Family","Server","E7-8857V2","Launched",2014,22,3838,12,12,3,3.6,30,16,130,FALSE,TRUE,1576.96,"DDR3 1066/1333/1600",4,85,TRUE,350,1050,8,NA,NA,NA,NA,FALSE,"3","x4, x8, x16",32,73,FALSE,"Yes",TRUE,"64-bit","AVX",TRUE,TRUE,TRUE,TRUE
"Intel® Xeon® Processor E7 v2 Family","Server","E7-8850V2","Launched",2014,22,3059,12,24,2.3,2.8,24,14.4,105,FALSE,TRUE,1576.96,"DDR3 1066/1333/1600",4,68,TRUE,350,1050,8,NA,NA,NA,NA,FALSE,"3","x4, x8, x16",32,68,TRUE,"Yes",TRUE,"64-bit","AVX",TRUE,TRUE,TRUE,TRUE
"Intel® Xeon® Processor E7 Family","Server","E7-2820","End of Life",2011,32,1334,8,16,2,2.27,18,11.72,105,FALSE,TRUE,1044.48,"DDR3 800/978/1066/1333 (Max Speed 1066 MHz)",4,25.6,TRUE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,64,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2",TRUE,TRUE,TRUE,TRUE
"Intel® Xeon® Processor E7 Family","Server","E7-2830","End of Life",2011,32,1779,8,16,2.13,2.4,24,12.8,105,FALSE,TRUE,1044.48,"DDR3 800/978/1066/1333 (Max Speed 1066 MHz)",4,25.6,TRUE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,64,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2",TRUE,TRUE,TRUE,TRUE
"Intel® Xeon® Processor E7 Family","Server","E7-2850","End of Life",2011,32,2558,10,20,2,2.4,24,12.8,130,FALSE,TRUE,1044.48,"DDR3 800/978/1066/1333 (Max Speed 1066 MHz)",4,25.6,TRUE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,69,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2",TRUE,TRUE,TRUE,TRUE
"Intel® Xeon® Processor E7 Family","Server","E7-2860","End of Life",2011,32,3670,10,20,2.26,2.67,24,12.8,130,FALSE,TRUE,1044.48,"DDR3 800/978/1066/1333 (Max Speed 1066 MHz)",4,25.6,TRUE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,69,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2",TRUE,TRUE,TRUE,TRUE
"Intel® Xeon® Processor E7 Family","Server","E7-2870","End of Life",2011,32,4227,10,20,2.4,2.8,30,12.8,130,FALSE,TRUE,1044.48,"DDR3 800/978/1066/1333 (Max Speed 1066 MHz)",4,25.6,TRUE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,69,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2",TRUE,TRUE,TRUE,TRUE
"Intel® Xeon® Processor E7 Family","Server","E7-4807","End of Life",2011,32,890,6,12,1.86,3.3,18,9.6,95,FALSE,TRUE,2099.2,"DDR3 800/978/1066/1333 (Max Speed 800 MHz)",4,25.6,TRUE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,70,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2",TRUE,TRUE,TRUE,TRUE
"Intel® Xeon® Processor E7 Family","Server","E7-4820","End of Life",2011,32,1446,8,16,2,2.27,18,11.72,105,FALSE,TRUE,2099.2,"DDR3 800/978/1066/1333 (Max Speed 1066 MHz)",4,25.6,TRUE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,64,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2",TRUE,TRUE,TRUE,TRUE
"Intel® Xeon® Processor E7 Family","Server","E7-4830","End of Life",2011,32,2059,8,16,2.13,2.4,24,12.8,105,FALSE,TRUE,2099.2,"DDR3 800/978/1066/1333 (Max Speed 1066 MHz)",4,25.6,TRUE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,64,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2",TRUE,TRUE,TRUE,TRUE
"Intel® Xeon® Processor E7 Family","Server","E7-4850","End of Life",2011,32,2837,10,20,2,2.4,24,12.8,130,FALSE,TRUE,2099.2,"DDR3 800/978/1066/1333 (Max Speed 1066 MHz)",4,25.6,TRUE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,69,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2",TRUE,TRUE,TRUE,TRUE
"Intel® Xeon® Processor E7 Family","Server","E7-4860","End of Life",2011,32,3838,10,20,2.26,2.67,24,12.8,130,FALSE,TRUE,2099.2,"DDR3 800/978/1066/1333 (Max Speed 1066 MHz)",4,25.6,TRUE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,69,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2",TRUE,TRUE,TRUE,TRUE
"Intel® Xeon® Processor E7 Family","Server","E7-4870","End of Life",2011,32,4394,10,20,2.4,2.8,30,12.8,130,FALSE,TRUE,2099.2,"DDR3 800/978/1066/1333 (Max Speed 1066 MHz)",4,25.6,TRUE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,69,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2",TRUE,TRUE,TRUE,TRUE
"Intel® Xeon® Processor E7 Family","Server","E7-8830","End of Life",2011,32,2280,8,16,2.13,2.4,24,12.8,105,FALSE,TRUE,4198.4,"DDR3 800/978/1066/1333 (Max Speed 1066 MHz)",4,25.6,TRUE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,64,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2",TRUE,TRUE,TRUE,TRUE
"Intel® Xeon® Processor E7 Family","Server","E7-8837","End of Life",2011,32,2280,8,8,2.66,2.8,24,12.8,130,FALSE,TRUE,4198.4,"DDR3 800/978/1066/1333 (Max Speed 1066 MHz)",4,25.6,TRUE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,69,FALSE,"Yes",TRUE,"64-bit","SSE4.1/4.2",TRUE,TRUE,TRUE,TRUE
"Intel® Xeon® Processor E7 Family","Server","E7-8850","End of Life",2011,32,3059,10,20,2,2.4,24,12.8,130,FALSE,TRUE,4198.4,"DDR3 800/978/1066/1333 (Max Speed 1066 MHz)",4,25.6,TRUE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,69,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2",TRUE,TRUE,TRUE,TRUE
"Intel® Xeon® Processor E7 Family","Server","E7-8860","End of Life",2011,32,4061,10,20,2.26,2.67,24,12.8,130,FALSE,TRUE,4198.4,"DDR3 800/978/1066/1333 (Max Speed 1066 MHz)",4,25.6,TRUE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,69,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2",TRUE,TRUE,TRUE,TRUE
"Intel® Xeon® Processor E7 Family","Server","E7-8867L","End of Life",2011,32,4172,10,20,2.13,2.53,30,12.8,105,FALSE,TRUE,4198.4,"DDR3 800/978/1066/1333 (Max Speed 1066 MHz)",4,25.6,TRUE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,64,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2",TRUE,TRUE,TRUE,TRUE
"Intel® Xeon® Processor E7 Family","Server","E7-8870","End of Life",2011,32,4616,10,20,2.4,2.8,30,12.8,130,FALSE,TRUE,4198.4,"DDR3 800/978/1066/1333 (Max Speed 1066 MHz)",4,25.6,TRUE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,69,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2",TRUE,TRUE,TRUE,TRUE
"5th Generation Intel® Core™ i7 Processors","Mobile","i7-5600U","Launched",2015,14,393,2,4,2.6,3.2,4,2,15,FALSE,TRUE,16,"DDR3L 1333/1600, LPDDR3 1333/1600",2,25.6,FALSE,300,950,16,"eDP/DP/HDMI","2560x1600@60Hz","3840x2160@60Hz",NA,TRUE,"2","4x1, 2x4",12,105,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"5th Generation Intel® Core™ i7 Processors","Mobile","i7-5650U","Launched",2015,14,426,2,4,2.2,3.1,4,2,15,TRUE,TRUE,16,"DDR3L 1333/1600, LPDDR3 1600/1866",2,25.6,FALSE,300,1000,16,"eDP/DP/HDMI","2560x1600@60Hz","3840x2160@60Hz",NA,TRUE,"2","4x1, 2x4",12,105,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"5th Generation Intel® Core™ i7 Processors","Desktop","i7-5775C","Launched",2015,14,371.5,4,8,3.3,3.7,6,2,65,FALSE,TRUE,32,"DDR3L-1333/1600 @ 1.5V",2,25.6,FALSE,300,1150,32,"eDP/DP/HDMI/DVI/VGA","4096x2304@24Hz","3840x2160@60Hz","3840x2160@60Hz",TRUE,"3","Up to 1x16, 2x8, 1x8+2x4",16,83,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"5th Generation Intel® Core™ i7 Processors","Desktop","i7-5775R","Launched",2015,14,348,4,8,3.3,3.8,6,2,65,FALSE,TRUE,32,"DDR3L-1333/1600/1866 @ 1.5V",2,29.86,FALSE,300,1150,32,"eDP/DP/HDMI/DVI/VGA","4096x2304@24Hz","3840x2160@60Hz","3840x2160@60Hz",TRUE,"3","Up to 1x16, 2x8, 1x8+2x4",16,83,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"5th Generation Intel® Core™ i7 Processors","Mobile","i7-5700HQ","Launched",2015,14,378,4,8,2.7,3.5,6,2,47,FALSE,TRUE,32,"DDR3L 1600/1866 LPDDR3 1600/1866",2,25.6,FALSE,300,1050,32,"eDP/DP/HDMI/VGA","2560x1600@60Hz","4096x2304@60Hz",NA,TRUE,"3","1x16 or 2x8 or 1x8 2x4",16,105,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2 AVX 2.0",TRUE,TRUE,TRUE,TRUE
"5th Generation Intel® Core™ i7 Processors","Embedded","i7-5700EQ","Launched",2015,14,378,4,8,2.6,3.4,6,2,47,TRUE,TRUE,32,"DDR3L 1600",2,25.6,TRUE,300,1000,32,"eDP/DP/HDMI/VGA","2560x1600@60Hz","4096x2304@60Hz",NA,TRUE,"3","Up to 1x16 2x8 1x8 2x4",16,105,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2 AVX 2.0",TRUE,TRUE,TRUE,TRUE
"5th Generation Intel® Core™ i7 Processors","Mobile","i7-5750HQ","Launched",2015,14,434,4,8,2.5,3.4,6,2,47,FALSE,TRUE,32,"DDR3L 1600/1866 LPDDR3 1600/1866",2,25.6,FALSE,300,1050,32,"eDP/DP/HDMI/VGA","2560x1600@60Hz","4096x2304@60Hz",NA,TRUE,"3","1x16 or 2x8 or 1x8 2x4",16,105,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2 AVX 2.0",TRUE,TRUE,TRUE,TRUE
"5th Generation Intel® Core™ i7 Processors","Embedded","i7-5850EQ","Launched",2015,14,435,4,8,2.7,3.4,6,2,47,TRUE,TRUE,32,"DDR3L 1600",2,25.6,TRUE,300,1000,32,"eDP/DP/HDMI/VGA","2560x1600@60Hz","4096x2304@60Hz",NA,TRUE,"3","Up to 1x16 2x8 1x8 2x4",16,105,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2 AVX 2.0",TRUE,TRUE,TRUE,TRUE
"5th Generation Intel® Core™ i7 Processors","Mobile","i7-5850HQ","Launched",2015,14,434,4,8,2.7,3.6,6,2,47,FALSE,TRUE,32,"DDR3L 1600/1866 LPDDR3 1600/1866",2,25.6,FALSE,300,1100,32,"eDP/DP/HDMI/VGA","2560x1600@60Hz","4096x2304@60Hz",NA,TRUE,"3","1x16 or 2x8 or 1x8 2x4",16,105,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2 AVX 2.0",TRUE,TRUE,TRUE,TRUE
"5th Generation Intel® Core™ i7 Processors","Mobile","i7-5950HQ","Launched",2015,14,623,4,8,2.9,3.8,6,2,47,FALSE,TRUE,32,"DDR3L 1600/1866 LPDDR3 1600/1866",2,25.6,FALSE,300,1150,32,"eDP/DP/HDMI/VGA","2560x1600@60Hz","4096x2304@60Hz",NA,TRUE,"3","1x16 or 2x8 or 1x8 2x4",16,105,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2 AVX 2.0",TRUE,TRUE,TRUE,TRUE
"5th Generation Intel® Core™ i7 Processors","Mobile","i7-5500U","Launched",2015,14,393,2,4,2.4,3,4,2,15,FALSE,TRUE,16,"DDR3L 1333/1600, LPDDR3 1333/1600",2,25.6,FALSE,300,950,16,"eDP/DP/HDMI","2560x1600@60Hz","3840x2160@60Hz",NA,TRUE,"2","4x1, 2x4",12,105,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"6th Generation Intel® Core™ m Processors","Mobile","M3-6Y30","Launched",2015,14,281,2,4,0.9,2.2,4,4,4.5,FALSE,TRUE,16,"LPDDR3-1866, DDR3L-1600",2,29.8,FALSE,300,850,16,"eDP/DP/HDMI/DVI","4096@2304@24Hz","3840x2160@60Hz","3840x2160@60Hz",TRUE,"3","1x4, 2x2, 1x2+2x1 and 4x1",10,100,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"6th Generation Intel® Core™ i3 Processors","Desktop","i3-6098P","Launched",2015,14,117,2,4,3.6,3.3,3,4,54,FALSE,TRUE,64,"DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V",2,34.1,TRUE,350,1050,64,"eDP/DP/HDMI/DVI","4096x2304@24Hz","4096x2304@60Hz","4096x2304@60Hz",TRUE,"3","Up to 1x16, 2x8, 1x8+2x4",16,66,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"6th Generation Intel® Core™ i5 Processors","Mobile","i5-6287U","Launched",2015,14,304,2,4,3.1,3.5,4,4,28,FALSE,TRUE,32,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1,FALSE,300,1100,32,"eDP/DP/HDMI/DVI","4096x2304@24Hz","4096x2304@60Hz","4096x2304@60Hz",TRUE,"3","1x4, 2x2, 1x2+2x1 and 4x1",12,100,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
"6th Generation Intel® Core™ i5 Processors","Mobile","i5-6267U","Launched",2015,14,304,2,4,2.9,3.3,4,4,28,FALSE,TRUE,32,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1,FALSE,300,1050,32,"eDP/DP/HDMI/DVI","4096x2304@24Hz","4096x2304@60Hz","4096x2304@60Hz",TRUE,"3","1x4, 2x2, 1x2+2x1 and 4x1",12,100,TRUE,"Yes",TRUE,"64-bit","SSE4.1/4.2, AVX 2.0",TRUE,TRUE,TRUE,TRUE
